time                max{T}              x(max{T})           y(max{T})           z(max{T})           vx(max{T})          vy(max{T})          vz(max{T})          R(max{T})           vr(max{T})          T_center            max{Mach}           
2.9424438572e+01    4.5988827737e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    5.1364434630e+05    1.8765360757e+05    -6.0442208474e+05   3.3829117335e+06    -5.5931309116e+04   4.5383318736e+08    3.2675573032e-02    
2.9574989361e+01    4.5971880652e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    4.9243271096e+05    1.5528053215e+05    -6.0845690678e+05   3.3829117335e+06    -2.2664656350e+04   4.5372514536e+08    3.2718458331e-02    
2.9740595229e+01    4.5947292542e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    4.6470353573e+05    1.1791078760e+05    -6.0551374742e+05   3.3829117335e+06    1.3220988664e+04    4.5361435865e+08    3.2468445922e-02    
2.9922761683e+01    4.5928121133e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    4.3079001836e+05    8.2094200630e+04    -6.0425381774e+05   3.3829117335e+06    5.2752262431e+04    4.5350206393e+08    3.1431915352e-02    
3.0123144784e+01    4.5897530593e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    3.8715914364e+05    4.2379206127e+04    -5.9662187603e+05   3.3829117335e+06    9.6465718866e+04    4.5336931201e+08    3.1065920954e-02    
3.0309230690e+01    4.5874667542e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    3.4516707489e+05    9.7256830745e+03    -5.9513231143e+05   3.3829117335e+06    1.3870237087e+05    4.5325123935e+08    3.1023462785e-02    
3.0456528686e+01    4.5855431898e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    3.1115533540e+05    -1.6568905176e+04   -5.9698558901e+05   3.3829117335e+06    1.7459023572e+05    4.5315214136e+08    3.0856568313e-02    
3.0618556480e+01    4.5832813810e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    2.7257946635e+05    -4.6413155897e+04   -5.9887481487e+05   3.3829117335e+06    2.1518335535e+05    4.5305479945e+08    2.9640401604e-02    
3.0796787054e+01    4.5805261079e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    2.2942227710e+05    -8.1949016521e+04   -5.9335342208e+05   3.3829117335e+06    2.5742903127e+05    4.5295095096e+08    2.9931063222e-02    
3.0955437366e+01    4.5778512496e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    1.9209951800e+05    -1.1568319412e+05   -5.8948305698e+05   3.3829117335e+06    2.9621921647e+05    4.5286225210e+08    3.1316564765e-02    
3.1129952709e+01    4.5747699773e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    1.5198987619e+05    -1.5296047476e+05   -5.8529657027e+05   3.3829117335e+06    3.3848150775e+05    4.5277723115e+08    3.1694577151e-02    
3.1321919586e+01    4.5710639165e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    1.1072648460e+05    -1.9522020298e+05   -5.8062572843e+05   3.3829117335e+06    3.8400689166e+05    4.5268810259e+08    3.1398566779e-02    
3.1524355841e+01    4.5670609727e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    6.8571210824e+04    -2.4059491013e+05   -5.7986675947e+05   3.3829117335e+06    4.3410415878e+05    4.5261600307e+08    3.0744768802e-02    
3.1652828796e+01    4.5643261337e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    4.4794902325e+04    -2.7238105698e+05   -5.8305964634e+05   3.3829117335e+06    4.6802657142e+05    4.5256858549e+08    3.0071157136e-02    
3.1794149046e+01    4.5613520517e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    1.9856687784e+04    -3.0684882905e+05   -5.8499274049e+05   3.3829117335e+06    5.0344070621e+05    4.5252937631e+08    3.2061692357e-02    
3.1949601321e+01    4.5581040453e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    -7.1029754506e+03   -3.4250647268e+05   -5.8478781589e+05   3.3829117335e+06    5.3947451191e+05    4.5248783106e+08    3.3104233315e-02    
3.2120598823e+01    4.5546773520e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    -3.2863551982e+04   -3.7988824216e+05   -5.8385929816e+05   3.3829117335e+06    5.7539368241e+05    4.5245648548e+08    3.4241794238e-02    
3.2308696075e+01    4.5508394288e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    -5.7268292999e+04   -4.1906330950e+05   -5.8075902221e+05   3.3829117335e+06    6.1031155673e+05    4.5241165670e+08    4.0437855074e-02    
3.2499329277e+01    4.5470152934e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    -7.7266013687e+04   -4.5394013865e+05   -5.7758670337e+05   3.3829117335e+06    6.4016185372e+05    4.5237055879e+08    4.6676176215e-02    
3.2636881872e+01    4.5442998377e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    -8.9404831105e+04   -4.7853430434e+05   -5.7720661890e+05   3.3829117335e+06    6.6115020954e+05    4.5234095823e+08    4.6551896054e-02    
3.2788189727e+01    4.5414313006e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    -1.0065512923e+05   -5.0259218146e+05   -5.7369568210e+05   3.3829117335e+06    6.7950835371e+05    4.5231716148e+08    4.8746540603e-02    
3.2954628368e+01    4.5405132767e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -6.9260248497e+05   -4.4084153226e+05   -5.0521026581e+05   3.3829117335e+06    -9.4607749142e+05   4.5228555810e+08    4.8274000944e-02    
3.3121613675e+01    4.5427789731e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -6.7424904353e+05   -4.1135854697e+05   -5.2906866986e+05   3.3829117335e+06    -9.3223377358e+05   4.5226404895e+08    4.7168295113e-02    
3.3293066656e+01    4.5448403532e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -6.5278590734e+05   -3.8015348682e+05   -5.5092656252e+05   3.3829117335e+06    -9.1444543645e+05   4.5223449782e+08    4.6178516162e-02    
3.3470835486e+01    4.5468252971e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -6.2651157562e+05   -3.4781839910e+05   -5.7165685880e+05   3.3829117335e+06    -8.9257591449e+05   4.5221479507e+08    4.5380715221e-02    
3.3654034663e+01    4.5486550071e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -5.9607007435e+05   -3.1549030883e+05   -5.9103126838e+05   3.3829117335e+06    -8.6752169451e+05   4.5220082993e+08    4.4279748636e-02    
3.3843452552e+01    4.5503792704e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -5.6338741834e+05   -2.8253461867e+05   -6.0481224989e+05   3.3829117335e+06    -8.3758183107e+05   4.5219726881e+08    4.2090036384e-02    
3.4010055653e+01    4.5517576529e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -5.3297454749e+05   -2.5542677723e+05   -6.1433050181e+05   3.3829117335e+06    -8.0986759765e+05   4.5220120279e+08    4.1853460445e-02    
3.4167637865e+01    4.5529068169e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -5.0331887661e+05   -2.3044909175e+05   -6.1924382681e+05   3.3829117335e+06    -7.8116172416e+05   4.5220474708e+08    4.0386266682e-02    
3.4319153593e+01    4.5540058624e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -4.7541260683e+05   -2.0638345554e+05   -6.2141697088e+05   3.3829117335e+06    -7.5241039556e+05   4.5221921603e+08    3.8076561955e-02    
3.4465868514e+01    4.5549407005e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -4.4753373606e+05   -1.8348118936e+05   -6.2165686295e+05   3.3829117335e+06    -7.2323039422e+05   4.5222998429e+08    3.4747189578e-02    
3.4627205839e+01    4.5559678743e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -4.1887775613e+05   -1.5758437190e+05   -6.1970826787e+05   3.3829117335e+06    -6.9060930007e+05   4.5225201379e+08    3.6923879363e-02    
3.4796639636e+01    4.5569012592e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -3.8981867255e+05   -1.3089128948e+05   -6.1428599892e+05   3.3829117335e+06    -6.5529022358e+05   4.5226967025e+08    3.6272471536e-02    
3.4971704705e+01    4.5576286462e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -3.6113615206e+05   -1.0400508477e+05   -6.0549787601e+05   3.3829117335e+06    -6.1813378000e+05   4.5227011535e+08    3.9754483119e-02    
3.5149276348e+01    4.5581761155e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -3.3363231364e+05   -7.8126137652e+04   -5.9502895316e+05   3.3829117335e+06    -5.8126897898e+05   4.5226056385e+08    3.9137844142e-02    
3.5304777868e+01    4.5584996102e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -3.1033685192e+05   -5.4962129098e+04   -5.8264541960e+05   3.3829117335e+06    -5.4729595487e+05   4.5224323577e+08    4.2582521040e-02    
3.5475829540e+01    4.5587785234e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -2.8702160480e+05   -3.0407028500e+04   -5.6455131898e+05   3.3829117335e+06    -5.0921136287e+05   4.5222411957e+08    4.2823680932e-02    
3.5636003297e+01    4.5589539943e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -2.6670923803e+05   -7.9133072160e+03   -5.4466441560e+05   3.3829117335e+06    -4.7301554739e+05   4.5221392549e+08    4.1681416139e-02    
3.5806403662e+01    4.5592336249e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -2.4570110711e+05   1.6498131346e+04    -5.1991839209e+05   3.3829117335e+06    -4.3250542339e+05   4.5221666659e+08    3.8887952445e-02    
3.5974804474e+01    4.5594635738e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -2.2696190504e+05   3.8179413236e+04    -4.9253448068e+05   3.3829117335e+06    -3.9335853747e+05   4.5221804802e+08    3.8899242993e-02    
3.6146499739e+01    4.5596593155e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -2.0924468981e+05   5.9001726218e+04    -4.6149422159e+05   3.3829117335e+06    -3.5318662854e+05   4.5222278537e+08    3.6169664373e-02    
3.6313104971e+01    4.5599418426e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -1.9369664422e+05   7.5632179820e+04    -4.2990359476e+05   3.3829117335e+06    -3.1636950646e+05   4.5224102600e+08    3.9488222254e-02    
3.6469597050e+01    4.5601682356e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -1.7928238692e+05   9.0848177251e+04    -4.0042418196e+05   3.3829117335e+06    -2.8224252400e+05   4.5225851876e+08    4.4196902958e-02    
3.6623648377e+01    4.5603481545e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -1.6667769929e+05   1.0444679874e+05    -3.6797889547e+05   3.3829117335e+06    -2.4838174154e+05   4.5227664557e+08    3.8415276230e-02    
3.6787926663e+01    4.5604646222e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -1.5337125137e+05   1.1734123578e+05    -3.3277765120e+05   3.3829117335e+06    -2.1293120570e+05   4.5229377107e+08    4.2846181834e-02    
3.6944487734e+01    4.5605162237e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -1.4209591583e+05   1.2807146761e+05    -2.9811832507e+05   3.3829117335e+06    -1.8021571418e+05   4.5230610294e+08    4.4093568601e-02    
3.7095523173e+01    4.5605208039e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -1.3207985280e+05   1.3760095328e+05    -2.6438585949e+05   3.3829117335e+06    -1.4945563830e+05   4.5231599843e+08    4.2534091043e-02    
3.7243877260e+01    4.5606011534e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -1.2067313075e+05   1.4767567977e+05    -2.3200587841e+05   3.3829117335e+06    -1.1835872741e+05   4.5233609034e+08    4.7867912161e-02    
3.7385233252e+01    4.5606018983e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -1.1055184589e+05   1.5591068003e+05    -1.9905341217e+05   3.3829117335e+06    -8.8735605994e+04   4.5235521159e+08    4.9336092434e-02    
3.7526186614e+01    4.5606486771e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -1.0047890799e+05   1.6276717808e+05    -1.6607595982e+05   3.3829117335e+06    -5.9921850607e+04   4.5238137406e+08    4.8134852502e-02    
3.7662737648e+01    4.5606909679e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -8.9351395851e+04   1.6883828839e+05    -1.3519207668e+05   3.3829117335e+06    -3.2161403054e+04   4.5240878351e+08    4.8051422230e-02    
3.7797384967e+01    4.5607889554e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -7.7655693473e+04   1.7351210718e+05    -1.0721098546e+05   3.3829117335e+06    -6.5555650551e+03   4.5244226004e+08    4.3467392458e-02    
3.7936405507e+01    4.5609510490e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -6.4456649011e+04   1.7764555967e+05    -7.8470734089e+04   3.3829117335e+06    2.0044548589e+04    4.5248612541e+08    4.7757620488e-02    
3.8079961022e+01    4.5610389759e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -4.7551155696e+04   1.8160929056e+05    -4.9841650993e+04   3.3829117335e+06    4.8622409631e+04    4.5252443705e+08    4.6937491660e-02    
3.8220395034e+01    4.5611233671e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -2.9724763000e+04   1.8238682304e+05    -2.4314029899e+04   3.3829117335e+06    7.4101769751e+04    4.5256241748e+08    4.4781829340e-02    
3.8358170946e+01    4.5611471331e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    -1.0172296326e+04   1.8363651118e+05    -1.1565644991e+03   3.3829117335e+06    9.9481868316e+04    4.5259415101e+08    4.5031203029e-02    
3.8507730759e+01    4.5612253834e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    1.3739500261e+04    1.8441704902e+05    2.2097827778e+04    3.3829117335e+06    1.2716392389e+05    4.5263455689e+08    5.0008985413e-02    
3.8639618578e+01    4.5612792607e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    3.6768620024e+04    1.8386401976e+05    4.0112770681e+04    3.3829117335e+06    1.5054143292e+05    4.5267249073e+08    5.2714777745e-02    
3.8762064046e+01    4.5613786385e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    5.9025686319e+04    1.8290536301e+05    5.4802565162e+04    3.3829117335e+06    1.7131923220e+05    4.5271370976e+08    4.9987603763e-02    
3.8880978970e+01    4.5614610988e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    8.0829191356e+04    1.8160650248e+05    6.7970661248e+04    3.3829117335e+06    1.9076019805e+05    4.5275359407e+08    5.1113533973e-02    
3.9002266586e+01    4.5616552453e+08    2.5195312500e+08    2.5195312500e+08    2.5195312500e+08    1.0433214666e+05    1.7975558976e+05    8.0086829586e+04    3.3829117335e+06    2.1025628371e+05    4.5280732632e+08    4.2249042479e-02    
3.9135036611e+01    4.5875099601e+08    2.0507812500e+08    2.3632812500e+08    1.4648437500e+08    -1.5808048663e+06   -1.1645184796e+06   -2.0839906993e+06   1.1366784787e+08    2.6626656096e+06    4.5286627484e+08    4.4165639346e-02    
3.9281083638e+01    4.6889358888e+08    2.0507812500e+08    2.3632812500e+08    1.4648437500e+08    -2.3018396406e+06   -1.6216510260e+06   -5.1682928222e+06   1.1366784787e+08    5.8114324921e+06    4.5293071390e+08    4.7324616906e-02    
3.9419143188e+01    4.7209780865e+08    2.0507812500e+08    2.3632812500e+08    1.4648437500e+08    -2.7078685787e+06   -1.8987451898e+06   -7.6611676787e+06   1.1366784787e+08    8.2754492043e+06    4.5298501862e+08    4.9873340105e-02    
3.9561483047e+01    4.6695169028e+08    2.6757812500e+08    3.6132812500e+08    2.6367187500e+08    -1.9857238022e+06   -1.9740262767e+06   1.3163010862e+06    1.1353352835e+08    -2.0846145171e+06   4.5303861911e+08    5.0075879233e-02    
3.9699359417e+01    4.7157456708e+08    2.6757812500e+08    3.6132812500e+08    2.6367187500e+08    -1.6332719116e+06   6.8117278703e+05    1.7631265019e+06    1.1353352835e+08    6.2738362434e+05    4.5309212941e+08    4.8583912405e-02    
3.9832972097e+01    4.7021398055e+08    2.4804687500e+08    3.5742187500e+08    2.8710937500e+08    2.1805779136e+06    -1.1585586437e+07   -5.1332509890e+06   1.1366784787e+08    -1.2662297406e+07   4.5314228046e+08    5.8853537847e-02    
3.9958815785e+01    4.6674803947e+08    2.3632812500e+08    2.9492187500e+08    3.5351562500e+08    -7.1437145996e+05   1.0105823504e+06    4.5406091760e+06    1.1366784787e+08    4.6203746962e+06    4.5318864658e+08    5.2011488471e-02    
4.0079243299e+01    4.7659734570e+08    2.8710937500e+08    2.5195312500e+08    1.4257812500e+08    3.3672821468e+06    -4.1490885771e+05   5.0143342903e+06    1.1366784787e+08    -3.6466057207e+06   4.5323104550e+08    5.1603848605e-02    
4.0204515647e+01    4.7686767955e+08    2.9492187500e+08    2.3632812500e+08    3.5351562500e+08    -2.6382727541e+06   9.7905290945e+05    -1.9606010432e+07   1.1366784787e+08    -1.9015316222e+07   4.5327405089e+08    5.2631868521e-02    
4.0331051911e+01    4.8068111748e+08    2.4804687500e+08    2.8710937500e+08    3.5742187500e+08    2.4403904842e+06    -2.3923849927e+06   -8.3459828132e+06   1.1366784787e+08    -8.7103560118e+06   4.5330870063e+08    5.1814632800e-02    
4.0449951349e+01    4.8349739226e+08    2.9492187500e+08    2.6367187500e+08    3.5351562500e+08    2.8909261181e+06    -1.3450873934e+06   -4.9148645441e+06   1.1366784787e+08    -3.4951776384e+06   4.5334198362e+08    5.7531915591e-02    
4.0568028059e+01    4.8522285295e+08    2.8320312500e+08    2.8320312500e+08    3.5351562500e+08    -1.0201930393e+06   -2.4667572082e+06   -1.1806566817e+07   1.1366784787e+08    -1.1770626551e+07   4.5337561546e+08    5.8262298508e-02    
4.0689085688e+01    4.8927889329e+08    2.3242187500e+08    2.6367187500e+08    3.6132812500e+08    -7.9122901322e+05   -5.0381490149e+04   6.6618186598e+05    1.1353352835e+08    7.6967828251e+05    4.5340619920e+08    6.1820532048e-02    
4.0811089662e+01    4.8860444095e+08    2.3242187500e+08    2.6367187500e+08    3.6132812500e+08    -1.4933475550e+06   5.3995922568e+05    1.2284372091e+06    1.1353352835e+08    1.5008087801e+06    4.5343801674e+08    6.1294197828e-02    
4.0930841324e+01    4.9134227047e+08    2.3242187500e+08    2.1679687500e+08    3.5742187500e+08    1.6342514878e+06    2.5203423364e+05    -1.0633702038e+07   1.1380200884e+08    -1.0363504337e+07   4.5347254601e+08    7.0340339939e-02    
4.1041772126e+01    4.9265892505e+08    2.8320312500e+08    2.6757812500e+08    3.5742187500e+08    6.3397239334e+04    -1.4853016838e+06   -9.8957497373e+06   1.1380200884e+08    -9.5518860744e+06   4.5349638676e+08    7.7958757523e-02    
4.1143098815e+01    4.9846129629e+08    2.8320312500e+08    2.6757812500e+08    3.5742187500e+08    9.1297111695e+05    -1.3485486875e+06   -6.9939369096e+06   1.1380200884e+08    -6.5437621648e+06   4.5351558473e+08    7.4871892287e-02    
4.1248398879e+01    4.9588927950e+08    2.6757812500e+08    2.6367187500e+08    3.6132812500e+08    -2.0077920707e+06   -5.5614660030e+05   -8.7334538961e+06   1.1353352835e+08    -8.9416390783e+06   4.5353255041e+08    7.4326292534e-02    
4.1356105109e+01    5.0248429579e+08    2.8710937500e+08    2.5195312500e+08    3.5742187500e+08    9.2407098160e+05    -3.2642878767e+06   -5.0839485501e+06   1.1366784787e+08    -4.5589950109e+06   4.5355655131e+08    7.3639305735e-02    
4.1462755387e+01    4.9600555625e+08    2.5976562500e+08    2.2851562500e+08    3.6132812500e+08    4.0037994576e+05    -1.9131999316e+05   3.9129550434e+06    1.1380200884e+08    3.8983696649e+06    4.5356916043e+08    7.2200609004e-02    
4.1565939118e+01    4.9968059235e+08    2.2851562500e+08    2.5585937500e+08    1.3867187500e+08    3.9538273273e+05    -1.1235793791e+06   6.9881821863e+06    1.1353352835e+08    -6.9852426439e+06   4.5357362245e+08    7.4494641640e-02    
4.1665672970e+01    4.9957987875e+08    2.6757812500e+08    2.3632812500e+08    3.6132812500e+08    2.8504687072e+05    7.4477361873e+05    -1.6814759092e+06   1.1353352835e+08    -1.6943666359e+06   4.5357633519e+08    7.4206023474e-02    
4.1770544742e+01    5.0165040576e+08    2.6757812500e+08    2.3632812500e+08    3.6132812500e+08    3.6932500697e+05    9.4677839345e+05    -1.0576836089e+06   1.1353352835e+08    -1.0939687115e+06   4.5358101840e+08    7.5178699584e-02    
4.1872103577e+01    5.0144469121e+08    2.6757812500e+08    2.3632812500e+08    3.6132812500e+08    4.4881234762e+05    7.4809649695e+05    -5.4392057530e+05   1.1353352835e+08    -5.5395318858e+05   4.5358246061e+08    7.8289045290e-02    
4.1969983311e+01    5.0067122330e+08    2.7148437500e+08    2.4023437500e+08    3.6132812500e+08    5.3721153978e+06    -8.1646429947e+05   -1.2921548743e+06   1.1380200884e+08    -1.7981539738e+05   4.5358630026e+08    8.0526873229e-02    
4.2066270582e+01    5.0363566762e+08    2.3242187500e+08    2.1679687500e+08    3.5742187500e+08    1.8954983683e+06    1.2578456569e+06    -8.4351623617e+06   1.1380200884e+08    -8.6220329556e+06   4.5358548466e+08    8.3043273884e-02    
4.2159669819e+01    5.0103339379e+08    2.4023437500e+08    3.4570312500e+08    1.8945312500e+08    -2.7954981637e+05   3.3362108385e+05    -3.8919679282e+06   1.1366784787e+08    2.3780256219e+06    4.5358546548e+08    8.7185387043e-02    
4.2248537907e+01    5.0238855959e+08    2.4023437500e+08    3.4570312500e+08    1.8945312500e+08    8.6613621262e+05    5.3570985806e+04    -3.9431788138e+06   1.1366784787e+08    2.0710843784e+06    4.5358175893e+08    7.8521356880e-02    
4.2342462921e+01    5.0299325805e+08    2.4023437500e+08    3.4570312500e+08    1.8945312500e+08    1.8766582775e+06    -1.7977466210e+04   -4.2194339208e+06   1.1366784787e+08    2.0711775749e+06    4.5357610307e+08    8.0707300357e-02    
4.2434136219e+01    4.9909508863e+08    2.4023437500e+08    3.4570312500e+08    1.8945312500e+08    2.4647753520e+06    6.2111510206e+04    -4.3900480028e+06   1.1366784787e+08    2.1789616514e+06    4.5356620830e+08    8.4666440185e-02    
4.2521171424e+01    4.9974336694e+08    2.4023437500e+08    1.8945312500e+08    1.5429687500e+08    -1.0725834801e+06   -1.5842436738e+05   6.1801505983e+06    1.1366784787e+08    -5.0268672059e+06   4.5355506921e+08    8.5257371354e-02    
4.2607493784e+01    4.9791184325e+08    2.4023437500e+08    1.8945312500e+08    1.5429687500e+08    -9.8518680786e+05   -8.1243502255e+05   5.0866305662e+06    1.1366784787e+08    -3.7653134309e+06   4.5354595432e+08    8.6730398830e-02    
4.2692458010e+01    4.9527256444e+08    2.4023437500e+08    1.8945312500e+08    1.5429687500e+08    -8.8056411415e+05   -1.4605130724e+06   4.1440026972e+06    1.1366784787e+08    -2.6354439923e+06   4.5353480131e+08    8.9464407276e-02    
4.2774964390e+01    4.9251884560e+08    2.4023437500e+08    1.8945312500e+08    1.5429687500e+08    -7.7640863647e+05   -2.0102234130e+06   3.6834617217e+06    1.1366784787e+08    -1.9638265391e+06   4.5352125763e+08    9.1606027397e-02    
4.2855628154e+01    4.8943829172e+08    2.4023437500e+08    1.8945312500e+08    1.5429687500e+08    -7.1250683808e+05   -2.5132551483e+06   3.3205677002e+06    1.1366784787e+08    -1.3958290648e+06   4.5350755785e+08    9.2221132139e-02    
4.2935854112e+01    4.8788832636e+08    2.4804687500e+08    1.4257812500e+08    2.1289062500e+08    -5.5632705155e+05   8.1442221634e+06    5.4178283050e+06    1.1366784787e+08    -9.4559128317e+06   4.5349098365e+08    9.2321103431e-02    
4.3016100954e+01    4.8721149095e+08    2.4023437500e+08    3.4570312500e+08    1.8945312500e+08    1.4789992531e+06    8.8806826465e+04    -4.4993543483e+06   1.1366784787e+08    2.3443532102e+06    4.5347476308e+08    8.7356192148e-02    
4.3100382644e+01    4.8795286185e+08    2.4023437500e+08    3.4570312500e+08    1.8945312500e+08    1.7115531887e+06    5.6887220616e+05    -4.7699897184e+06   1.1366784787e+08    2.8727246852e+06    4.5345633431e+08    8.7085731471e-02    
4.3185069762e+01    4.8764899154e+08    2.4023437500e+08    3.4570312500e+08    1.8945312500e+08    1.9571123246e+06    1.1216649664e+06    -5.1016231578e+06   1.1366784787e+08    3.4937034925e+06    4.5343688690e+08    8.5939249881e-02    
4.3271175063e+01    4.8773382339e+08    2.4023437500e+08    3.4570312500e+08    1.8945312500e+08    2.1362042858e+06    1.7629739424e+06    -5.4243396474e+06   1.1366784787e+08    4.1901695961e+06    4.5341426978e+08    8.6058838092e-02    
4.3359002261e+01    4.8835588917e+08    2.4023437500e+08    3.4570312500e+08    1.8945312500e+08    2.2720583075e+06    2.5296628452e+06    -5.9947858426e+06   1.1366784787e+08    5.1278715140e+06    4.5338961503e+08    8.4108825228e-02    
4.3447877598e+01    4.8921132270e+08    2.4023437500e+08    3.4570312500e+08    1.8945312500e+08    2.3126955695e+06    3.2263957673e+06    -6.3543387205e+06   1.1366784787e+08    5.9025186502e+06    4.5336604736e+08    8.3995164527e-02    
4.3536625071e+01    4.8790384308e+08    2.4023437500e+08    3.4570312500e+08    1.8945312500e+08    2.3818343109e+06    4.6090567477e+06    -7.2412187971e+06   1.1366784787e+08    7.5331258469e+06    4.5334025429e+08    8.5445097085e-02    
4.3624195529e+01    4.8717637169e+08    2.4023437500e+08    3.4570312500e+08    1.8945312500e+08    2.3692993443e+06    5.9370206949e+06    -7.9360315949e+06   1.1366784787e+08    9.0223900338e+06    4.5331564819e+08    8.6999760049e-02    
4.3710099868e+01    4.8662629464e+08    2.4023437500e+08    3.4570312500e+08    1.8945312500e+08    2.0892488134e+06    6.5615523892e+06    -7.7652888775e+06   1.1366784787e+08    9.4813286543e+06    4.5329019895e+08    8.7195737795e-02    
4.3796221832e+01    4.7854458744e+08    2.2460937500e+08    3.2226562500e+08    1.6601562500e+08    -1.8645443804e+06   5.4665933185e+06    -5.5424062700e+06   1.1366784787e+08    7.9869925715e+06    4.5326231446e+08    9.4727681581e-02    
4.3875330501e+01    4.7410881140e+08    2.2460937500e+08    3.2226562500e+08    1.6601562500e+08    -2.1243249915e+06   6.4765010296e+06    -6.4178862602e+06   1.1366784787e+08    9.3339367310e+06    4.5323646919e+08    9.5239569324e-02    
4.3953622487e+01    4.7222564965e+08    2.2070312500e+08    3.4179687500e+08    1.8945312500e+08    -4.7122198761e+06   4.0953464226e+06    -6.6793982563e+05   1.1380200884e+08    4.8719262084e+06    4.5320854846e+08    9.4528313604e-02    
4.4032318897e+01    4.7560668362e+08    2.8710937500e+08    3.2617187500e+08    3.2617187500e+08    -4.9784613928e+05   1.6287193902e+06    4.7360501116e+06    1.1393601184e+08    4.0930137914e+06    4.5318153940e+08    9.2848138779e-02    
4.4112330910e+01    4.7930970455e+08    2.8710937500e+08    3.2617187500e+08    3.2617187500e+08    8.5994799160e+04    2.4839510914e+06    5.4512857815e+06    1.1393601184e+08    5.3331082472e+06    4.5315221865e+08    9.3075788429e-02    
4.4191744852e+01    4.8102363807e+08    2.8710937500e+08    3.2617187500e+08    3.2617187500e+08    6.9990345439e+05    3.3401393825e+06    6.0103772552e+06    1.1393601184e+08    6.4792452564e+06    4.5312321617e+08    9.3384883809e-02    
