time                max{T}              x(max{T})           y(max{T})           z(max{T})           vx(max{T})          vy(max{T})          vz(max{T})          R(max{T})           vr(max{T})          T_center            max{Mach}           
9.2783430155e+00    4.7524422978e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    8.2707947814e+05    -6.6195229309e+05   2.3069705570e+05    8.5134744991e+06    -2.5859626223e+05   4.4992384938e+08    6.1018110026e-03    
9.4701010688e+00    4.7546588689e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    7.3436988471e+05    -7.6710764395e+05   3.8839029507e+05    8.5134744991e+06    -6.2132921288e+04   4.4994691291e+08    5.7132168082e-03    
9.6810349276e+00    4.7572778530e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    6.0969991241e+05    -8.9493590458e+05   5.3048045463e+05    8.5134744991e+06    1.5078980718e+05    4.5002629242e+08    5.2998478629e-03    
9.8610763151e+00    4.7585778082e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    4.9679294676e+05    -1.0100760904e+06   6.3081030663e+05    8.5134744991e+06    3.2396442045e+05    4.5008898044e+08    4.7429671221e-03    
9.9865482953e+00    4.7591088979e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    4.1434045930e+05    -1.0995804201e+06   6.8553188242e+05    8.5134744991e+06    4.3890778710e+05    4.5011999248e+08    4.4872580131e-03    
1.0124567474e+01    4.7590216328e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    3.2109047220e+05    -1.1935244424e+06   7.3174739871e+05    8.5134744991e+06    5.5644676635e+05    4.5015200344e+08    4.5090293925e-03    
1.0276388570e+01    4.7582565060e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    2.1850277044e+05    -1.2929983833e+06   7.7245095679e+05    8.5134744991e+06    6.7788746210e+05    4.5018076399e+08    4.7224385089e-03    
1.0443391775e+01    4.7568018435e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    1.0590534834e+05    -1.3922864543e+06   8.0647980994e+05    8.5134744991e+06    8.0158083140e+05    4.5023169539e+08    4.5081327177e-03    
1.0627095302e+01    4.7543860204e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    -1.4895946491e+04   -1.5107480136e+06   8.4080407946e+05    8.5134744991e+06    9.3552251252e+05    4.5028285417e+08    5.7339340005e-03    
1.0829169181e+01    4.7508011376e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    -1.5975833098e+05   -1.6263741146e+06   8.6882295929e+05    8.5134744991e+06    1.0810340057e+06    4.5034829117e+08    5.4689934116e-03    
1.1049722103e+01    4.7452059626e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    -3.1359390651e+05   -1.7083807381e+06   8.6530707283e+05    8.5134744991e+06    1.2033047208e+06    4.5041721610e+08    4.7439168264e-03    
1.1217284778e+01    4.7397345095e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    -4.0462133166e+05   -1.7655672440e+06   8.5761879386e+05    8.5134744991e+06    1.2737821391e+06    4.5045516477e+08    4.6275488226e-03    
1.1366702328e+01    4.7341511577e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    -4.6683716257e+05   -1.8092098953e+06   8.4758305051e+05    8.5134744991e+06    1.3197072493e+06    4.5047024959e+08    4.5791881998e-03    
1.1531061633e+01    4.7280535686e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    -5.1324027066e+05   -1.8462318471e+06   8.3329599238e+05    8.5134744991e+06    1.3503044490e+06    4.5047755734e+08    5.2318357139e-03    
1.1711856868e+01    4.7214012142e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    -5.3900300426e+05   -1.8824150806e+06   8.1833830626e+05    8.5134744991e+06    1.3660419958e+06    4.5046372565e+08    5.3767565585e-03    
1.1880601379e+01    4.7154530139e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    -5.4119820709e+05   -1.9277591582e+06   8.1403607594e+05    8.5134744991e+06    1.3749944848e+06    4.5041117208e+08    5.7684208639e-03    
1.2066220342e+01    4.7091629293e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    -5.1649791915e+05   -1.9671856168e+06   8.1074346940e+05    8.5134744991e+06    1.3647735035e+06    4.5031305094e+08    6.2976658777e-03    
1.2270401200e+01    4.7021434297e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    -4.6573304073e+05   -1.9951488292e+06   8.0439890209e+05    8.5134744991e+06    1.3318832881e+06    4.5017935030e+08    6.9762715534e-03    
1.2468236002e+01    4.6955920834e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    -3.9872313519e+05   -2.0074758694e+06   7.9827421816e+05    8.5134744991e+06    1.2843766286e+06    4.5002861805e+08    7.7583113824e-03    
1.2644399468e+01    4.6897376957e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    -3.3733672394e+05   -2.0070141012e+06   7.9569188462e+05    8.5134744991e+06    1.2402443821e+06    4.4991410631e+08    8.1498120535e-03    
1.2830020931e+01    4.6835955380e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    -2.7983637218e+05   -1.9943725537e+06   7.9670850447e+05    8.5134744991e+06    1.1984694418e+06    4.4982665843e+08    8.4583533404e-03    
1.3014282884e+01    4.6776352616e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    -2.2643444190e+05   -1.9701148376e+06   8.0286813431e+05    8.5134744991e+06    1.1603899590e+06    4.4977483445e+08    8.4273062229e-03    
1.3207453481e+01    4.6714100620e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    -1.7589692218e+05   -1.9331520527e+06   8.1271034639e+05    8.5134744991e+06    1.1239016829e+06    4.4975689378e+08    8.0599134938e-03    
1.3398900924e+01    4.6651819789e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    -1.3016598948e+05   -1.8855648929e+06   8.2726670452e+05    8.5134744991e+06    1.0915286260e+06    4.4977093676e+08    7.6392696688e-03    
1.3580927571e+01    4.6590347028e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    -9.2194361497e+04   -1.8237182401e+06   8.4809384915e+05    8.5134744991e+06    1.0655403881e+06    4.4982729894e+08    8.4200434979e-03    
1.3761367575e+01    4.6526742021e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    -5.6132255021e+04   -1.7512003493e+06   8.7473841941e+05    8.5134744991e+06    1.0424220500e+06    4.4992376390e+08    8.7964226285e-03    
1.3952633426e+01    4.6457711867e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    -1.5678834134e+04   -1.6704786962e+06   9.0493121280e+05    8.5134744991e+06    1.0168413846e+06    4.5005466304e+08    8.7438237724e-03    
1.4146916431e+01    4.6385886963e+08    2.4414062500e+08    2.4804687500e+08    2.5585937500e+08    2.3400244205e+04    -1.5814024398e+06   9.4035303434e+05    8.5134744991e+06    9.9388879308e+05    4.5021088213e+08    8.4480189845e-03    
1.4322683729e+01    4.6352879210e+08    2.5585937500e+08    2.5195312500e+08    2.5585937500e+08    7.5595089446e+05    -3.1387181095e+05   -1.0714711912e+06   8.5134744991e+06    -2.8916309317e+05   4.5037670207e+08    9.4490196505e-03    
1.4501724466e+01    4.6348946929e+08    2.5585937500e+08    2.5195312500e+08    2.5585937500e+08    7.4128685341e+05    -2.7763099863e+05   -9.8059493858e+05   8.5134744991e+06    -2.2839603923e+05   4.5056177431e+08    1.0234419893e-02    
1.4696689220e+01    4.6344516014e+08    2.5585937500e+08    2.5195312500e+08    2.5585937500e+08    7.2222033515e+05    -2.3655263949e+05   -8.7450768624e+05   8.5134744991e+06    -1.5908024062e+05   4.5077851651e+08    1.0720194632e-02    
1.4892876931e+01    4.6339836435e+08    2.5585937500e+08    2.5195312500e+08    2.5585937500e+08    7.0110883346e+05    -1.9009439661e+05   -7.6288527428e+05   8.5134744991e+06    -8.6128108018e+04   4.5102279744e+08    1.2389949247e-02    
1.5074454735e+01    4.6335095650e+08    2.5585937500e+08    2.5195312500e+08    2.5585937500e+08    6.7719539971e+05    -1.3977885942e+05   -6.5700045148e+05   8.5134744991e+06    -1.8168353002e+04   4.5125639325e+08    1.3999632276e-02    
1.5247377593e+01    4.6330248484e+08    2.5585937500e+08    2.5195312500e+08    2.5585937500e+08    6.5246126286e+05    -8.3385770657e+04   -5.5933720337e+05   8.5134744991e+06    4.4962365578e+04    4.5147823385e+08    1.5026955362e-02    
1.5437592737e+01    4.6325662284e+08    2.5585937500e+08    2.5195312500e+08    2.5585937500e+08    6.2252922134e+05    -2.1801385817e+04   -4.4782207890e+05   8.5134744991e+06    1.1524012096e+05    4.5172265545e+08    1.5346651457e-02    
1.5646470958e+01    4.6319988466e+08    2.5585937500e+08    2.5195312500e+08    2.5585937500e+08    5.8557991168e+05    4.7239568834e+04    -3.2226999678e+05   8.5134744991e+06    1.9205981243e+05    4.5197333107e+08    1.5129830064e-02    
1.5826199281e+01    4.6314200372e+08    2.5585937500e+08    2.5195312500e+08    2.5585937500e+08    5.5037003417e+05    1.1507931260e+05    -2.1155048709e+05   8.5134744991e+06    2.5959261008e+05    4.5216977273e+08    1.4668366366e-02    
1.5979100313e+01    4.6296334493e+08    2.5585937500e+08    2.5195312500e+08    2.5585937500e+08    5.1794079983e+05    1.5736546560e+05    -1.1201822221e+05   8.5134744991e+06    3.1547719189e+05    4.5232511262e+08    1.4189528492e-02    
1.6145084406e+01    4.6275664887e+08    2.5585937500e+08    2.5195312500e+08    2.5585937500e+08    4.7698717175e+05    1.9809048351e+05    -6.5147007592e+03   8.5134744991e+06    3.6924643524e+05    4.5247311651e+08    1.3648490312e-02    
1.6327666909e+01    4.6257476739e+08    2.5585937500e+08    2.5195312500e+08    2.5585937500e+08    4.2349849566e+05    2.4319046114e+05    9.9242083424e+04    8.5134744991e+06    4.1556645884e+05    4.5261314788e+08    1.3694855625e-02    
1.6524166969e+01    4.6236811004e+08    2.5585937500e+08    2.5195312500e+08    2.5585937500e+08    3.6329267890e+05    2.9294480736e+05    2.0465214344e+05    8.5134744991e+06    4.5809258261e+05    4.5273564710e+08    1.3507617737e-02    
1.6681620451e+01    4.6216830986e+08    2.5585937500e+08    2.5195312500e+08    2.5585937500e+08    3.1362059252e+05    3.6718333125e+05    2.8237672297e+05    8.5134744991e+06    4.9443111796e+05    4.5280854071e+08    1.5141291548e-02    
1.6854819282e+01    4.6193671038e+08    2.5585937500e+08    2.5195312500e+08    2.5585937500e+08    2.5732969324e+05    4.3992286380e+05    3.5491762040e+05    8.5134744991e+06    5.2230272695e+05    4.5286837266e+08    1.7066922082e-02    
1.7045337995e+01    4.6168172337e+08    2.5585937500e+08    2.5195312500e+08    2.5585937500e+08    1.9180777018e+05    5.1704559307e+05    4.1833935726e+05    8.5134744991e+06    5.3855044720e+05    4.5290656064e+08    1.8970481545e-02    
1.7254908579e+01    4.6140882702e+08    2.5585937500e+08    2.5195312500e+08    2.5585937500e+08    1.1845630977e+05    5.9716947835e+05    4.6944479269e+05    8.5134744991e+06    5.4162136271e+05    4.5292099156e+08    2.1463179361e-02    
1.7435457399e+01    4.6140002651e+08    2.4804687500e+08    2.5585937500e+08    2.5585937500e+08    -2.4558960372e+05   -1.5496447786e+06   4.5774801529e+05    8.5134744991e+06    -6.9515277262e+05   4.5290551236e+08    2.3240577294e-02    
1.7555942065e+01    4.6137458155e+08    2.4804687500e+08    2.5585937500e+08    2.5585937500e+08    -2.6208342920e+05   -1.5133496989e+06   5.1295118510e+05    8.5134744991e+06    -6.2839541539e+05   4.5288498406e+08    2.4102582027e-02    
1.7688475198e+01    4.6129325066e+08    2.4804687500e+08    2.5585937500e+08    2.5585937500e+08    -2.7830390109e+05   -1.4790010161e+06   5.6892425702e+05    8.5134744991e+06    -5.6251048901e+05   4.5285111890e+08    2.4529066978e-02    
1.7834261645e+01    4.6115896710e+08    2.4804687500e+08    2.5585937500e+08    2.5585937500e+08    -2.9481905053e+05   -1.4448676645e+06   6.2489447541e+05    8.5134744991e+06    -4.9670812397e+05   4.5280108630e+08    2.5738304936e-02    
1.7994626736e+01    4.6096757658e+08    2.4804687500e+08    2.5585937500e+08    2.5585937500e+08    -3.1217633302e+05   -1.4108850622e+06   6.8051202034e+05    8.5134744991e+06    -4.3105903963e+05   4.5273086136e+08    2.6897116116e-02    
1.8171028336e+01    4.6084459180e+08    2.5585937500e+08    2.4804687500e+08    2.5195312500e+08    7.9387768330e+03    1.1323647387e+06    -6.9580218810e+05   6.4777827937e+06    -5.4403217438e+05   4.5263785638e+08    2.7169866671e-02    
1.8365070097e+01    4.6099158183e+08    2.5585937500e+08    2.4804687500e+08    2.5195312500e+08    1.2808400211e+05    1.1831418105e+06    -6.2454086830e+05   6.4777827937e+06    -4.2918049597e+05   4.5252211105e+08    2.6481293810e-02    
1.8578516033e+01    4.6113447820e+08    2.5585937500e+08    2.4804687500e+08    2.5195312500e+08    2.6737913718e+05    1.2307076887e+06    -5.6108860478e+05   6.4777827937e+06    -2.9839338017e+05   4.5238177766e+08    2.5199511605e-02    
1.8777470693e+01    4.6119597518e+08    2.5585937500e+08    2.4804687500e+08    2.5195312500e+08    3.9751568165e+05    1.2629608923e+06    -5.1393341169e+05   6.4777827937e+06    -1.7618732778e+05   4.5224350876e+08    2.2895344417e-02    
1.8909473925e+01    4.6120465808e+08    2.5585937500e+08    2.4804687500e+08    2.5195312500e+08    4.7818029567e+05    1.2775963117e+06    -4.9285936939e+05   6.4777827937e+06    -1.0128212123e+05   4.5215001150e+08    2.1377215231e-02    
1.9054677481e+01    4.6118886014e+08    2.5585937500e+08    2.4804687500e+08    2.5195312500e+08    5.7138706779e+05    1.2900476511e+06    -4.7460640326e+05   6.4777827937e+06    -1.5224167385e+04   4.5204846777e+08    2.0082625891e-02    
1.9214401392e+01    4.6111641091e+08    2.5585937500e+08    2.4804687500e+08    2.5195312500e+08    6.6852803953e+05    1.2963916927e+06    -4.5822533644e+05   6.4777827937e+06    7.5669424589e+04    4.5193525716e+08    1.9491071632e-02    
1.9390097694e+01    4.6098863409e+08    2.5585937500e+08    2.4804687500e+08    2.5195312500e+08    7.7533474188e+05    1.2991402065e+06    -4.4805699288e+05   6.4777827937e+06    1.7451688474e+05    4.5182127522e+08    2.0302088889e-02    
1.9583363626e+01    4.6077788711e+08    2.5585937500e+08    2.4804687500e+08    2.5195312500e+08    8.8111412481e+05    1.2906065925e+06    -4.3865768447e+05   6.4777827937e+06    2.7560491622e+05    4.5171195072e+08    2.4714893351e-02    
1.9795956151e+01    4.6048066334e+08    2.5585937500e+08    2.5585937500e+08    2.5195312500e+08    -8.7557419211e+05   9.5201922377e+05    6.4383889508e+05    8.5134744991e+06    2.0031985172e+05    4.5161400862e+08    2.8251297797e-02    
1.9992719725e+01    4.6038533459e+08    2.5585937500e+08    2.5585937500e+08    2.5195312500e+08    -8.1678516472e+05   9.7796446182e+05    6.1935510063e+05    8.5134744991e+06    2.5302100513e+05    4.5155132499e+08    3.1471431861e-02    
2.0180265815e+01    4.6027291231e+08    2.5585937500e+08    2.5585937500e+08    2.5195312500e+08    -7.6275199057e+05   1.0094770496e+06    5.9961249322e+05    8.5134744991e+06    3.0736837164e+05    4.5152033624e+08    3.4319812264e-02    
2.0359593150e+01    4.6013615868e+08    2.5585937500e+08    2.5585937500e+08    2.5195312500e+08    -7.1317121594e+05   1.0442882275e+06    5.8287746368e+05    8.5134744991e+06    3.6161161769e+05    4.5152272066e+08    3.6018730412e-02    
2.0497579902e+01    4.6001246901e+08    2.5585937500e+08    2.5585937500e+08    2.5195312500e+08    -6.7605229080e+05   1.0727688410e+06    5.7347289246e+05    8.5134744991e+06    4.0460276000e+05    4.5155121761e+08    3.6486550599e-02    
2.0649365329e+01    4.5985702734e+08    2.5585937500e+08    2.5585937500e+08    2.5195312500e+08    -6.3657192190e+05   1.1071824611e+06    5.6295884506e+05    8.5134744991e+06    4.5304800321e+05    4.5160610594e+08    3.6247323652e-02    
2.0816329299e+01    4.5973154804e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    5.3614443347e+05    -5.1714432009e+05   6.1437990015e+05    8.5134744991e+06    -6.7320410929e+05   4.5169243676e+08    3.5816226284e-02    
2.0999989667e+01    4.5983168607e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    5.4047273426e+05    -5.2039573007e+05   5.3049320923e+05    8.5134744991e+06    -6.1770234532e+05   4.5180938436e+08    3.4327036852e-02    
2.1202016070e+01    4.5994154560e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    5.3462981621e+05    -5.2449948038e+05   4.3303221446e+05    8.5134744991e+06    -5.4566225151e+05   4.5196205575e+08    3.2324507970e-02    
2.1411656246e+01    4.6006099278e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    5.1523765604e+05    -5.2694749135e+05   3.2732652697e+05    8.5134744991e+06    -4.5900239570e+05   4.5214993038e+08    3.0737845029e-02    
2.1608450471e+01    4.6016342234e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    4.8344903502e+05    -5.2632177520e+05   2.2643327302e+05    8.5134744991e+06    -3.6782801568e+05   4.5234995589e+08    2.9775734351e-02    
2.1770216395e+01    4.6023933321e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    4.4456788471e+05    -5.2556634161e+05   1.4415064234e+05    8.5134744991e+06    -2.8461069082e+05   4.5252677220e+08    2.8820731611e-02    
2.1906867473e+01    4.6030134218e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    4.0653796268e+05    -5.2399916169e+05   7.7545638737e+04    8.5134744991e+06    -2.1295553179e+05   4.5268479731e+08    2.7768009481e-02    
2.2057183659e+01    4.6036486217e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    3.6220165647e+05    -5.2214384637e+05   7.3210560976e+03    8.5134744991e+06    -1.3453495915e+05   4.5286336235e+08    2.6191519660e-02    
2.2222531463e+01    4.6042625769e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    3.0967646870e+05    -5.1714406884e+05   -6.3760503963e+04   8.5134744991e+06    -5.0609988493e+04   4.5306294502e+08    2.5775441717e-02    
2.2404414047e+01    4.6048795910e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    2.4782767786e+05    -5.0774717498e+05   -1.3354514316e+05   8.5134744991e+06    3.7830556063e+04    4.5328579187e+08    2.6870546607e-02    
2.2604484890e+01    4.6054778129e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    1.7584643770e+05    -4.9257613912e+05   -1.9776597254e+05   8.5134744991e+06    1.2809077496e+05    4.5353094519e+08    2.8695230123e-02    
2.2824562817e+01    4.6061900671e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    9.4496777131e+04    -4.6860204603e+05   -2.5086406852e+05   8.5134744991e+06    2.1512403301e+05    4.5379567802e+08    3.2090655731e-02    
2.2966304299e+01    4.6066113689e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    4.2108219842e+04    -4.5191427419e+05   -2.7715495444e+05   8.5134744991e+06    2.6544650219e+05    4.5395595960e+08    3.5233925002e-02    
2.3122219929e+01    4.6069813074e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    -1.3596557173e+04   -4.3077214899e+05   -2.9815778429e+05   8.5134744991e+06    3.1338996180e+05    4.5412638837e+08    3.8570290576e-02    
2.3293727123e+01    4.6074061689e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    -7.0441764882e+04   -4.0586517020e+05   -3.1218009726e+05   8.5134744991e+06    3.5645028177e+05    4.5429809318e+08    4.2116779198e-02    
2.3481263911e+01    4.6077337799e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    -1.2965373324e+05   -3.7755084313e+05   -3.1953200704e+05   8.5134744991e+06    3.9576693250e+05    4.5446896465e+08    4.4559458088e-02    
2.3665511975e+01    4.6079483590e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    -1.8270830281e+05   -3.4933006704e+05   -3.1897772389e+05   8.5134744991e+06    4.2542581766e+05    4.5462407878e+08    4.5655972263e-02    
2.3848604539e+01    4.6080400096e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    -2.3171665895e+05   -3.2233746510e+05   -3.1260492866e+05   8.5134744991e+06    4.4857709556e+05    4.5475770630e+08    4.4899377412e-02    
2.4034021491e+01    4.6080077295e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    -2.7695384547e+05   -2.9805970137e+05   -3.0319766619e+05   8.5134744991e+06    4.6766723953e+05    4.5488358773e+08    4.4005403626e-02    
2.4222315347e+01    4.6078393182e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    -3.1798854558e+05   -2.7716954435e+05   -2.9342949545e+05   8.5134744991e+06    4.8439381018e+05    4.5500499753e+08    4.1694444449e-02    
2.4418718472e+01    4.6075503730e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    -3.5547111005e+05   -2.6053868430e+05   -2.8495695671e+05   8.5134744991e+06    5.0054449824e+05    4.5512142089e+08    3.8593860163e-02    
2.4585915749e+01    4.6072364320e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    -3.8080501446e+05   -2.5140229144e+05   -2.7768361802e+05   8.5134744991e+06    5.1087859979e+05    4.5521459167e+08    3.5957540305e-02    
2.4764272646e+01    4.6068578171e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    -4.0264366573e+05   -2.4698294249e+05   -2.7200096105e+05   8.5134744991e+06    5.2098404947e+05    4.5529225200e+08    3.3598034442e-02    
2.4960465231e+01    4.6063598274e+08    2.4414062500e+08    2.4804687500e+08    2.4414062500e+08    -4.2029426545e+05   -2.4950769957e+05   -2.7020248650e+05   8.5134744991e+06    5.3247344926e+05    4.5537484736e+08    3.1751815525e-02    
2.5160744795e+01    4.6064604624e+08    2.4804687500e+08    2.4804687500e+08    2.5195312500e+08    7.9878761492e+05    4.3659027325e+05    2.6485596511e+05    3.3829117335e+06    -5.6033109353e+05   4.5544326472e+08    3.0523013036e-02    
2.5303417621e+01    4.6068765114e+08    2.4804687500e+08    2.4804687500e+08    2.5195312500e+08    7.9329619748e+05    4.1558674133e+05    2.8110903010e+05    3.3829117335e+06    -5.3565051594e+05   4.5548514848e+08    2.9665405521e-02    
2.5460357730e+01    4.6072785873e+08    2.4804687500e+08    2.4804687500e+08    2.5195312500e+08    7.8933754043e+05    3.8822262532e+05    2.9734756052e+05    3.3829117335e+06    -5.0819098457e+05   4.5552520690e+08    2.8136233706e-02    
2.5632991850e+01    4.6075948787e+08    2.4804687500e+08    2.4804687500e+08    2.5195312500e+08    7.8923622431e+05    3.5573849252e+05    3.1209337498e+05    3.3829117335e+06    -4.8086426692e+05   4.5555962784e+08    2.5968979279e-02    
2.5822889382e+01    4.6067816894e+08    2.4804687500e+08    2.4804687500e+08    2.5195312500e+08    7.8688590471e+05    3.2263925385e+05    3.2716178405e+05    3.3829117335e+06    -4.5169770488e+05   4.5556871500e+08    2.4295204916e-02    
2.6025036537e+01    4.6078051316e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    2.4831216692e+05    1.1355351485e+06    -9.3421600731e+04   3.3829117335e+06    -7.4502763377e+05   4.5556122186e+08    3.0099487564e-02    
2.6223197748e+01    4.6087889632e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    2.7050535512e+05    1.0749863148e+06    -1.1918615558e+05   3.3829117335e+06    -7.0800781881e+05   4.5554120503e+08    3.2999990782e-02    
2.6377358744e+01    4.6094343778e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    2.9064702938e+05    1.0293683410e+06    -1.4333698755e+05   3.3829117335e+06    -6.7935558108e+05   4.5551621732e+08    3.4392833357e-02    
2.6545183194e+01    4.6100587024e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    3.1262895663e+05    9.7918507678e+05    -1.6990434549e+05   3.3829117335e+06    -6.4773486032e+05   4.5547522261e+08    3.4536738373e-02    
2.6729790088e+01    4.6106576277e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    3.3821966853e+05    9.2211615139e+05    -2.0092979637e+05   3.3829117335e+06    -6.1164835287e+05   4.5542577902e+08    3.4585121749e-02    
2.6932857672e+01    4.6111854004e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    3.6851498559e+05    8.5771862458e+05    -2.3719552455e+05   3.3829117335e+06    -5.7102140497e+05   4.5536743661e+08    3.4518834512e-02    
2.7120709889e+01    4.6115279269e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    3.9833766891e+05    7.9941413725e+05    -2.7199182615e+05   3.3829117335e+06    -5.3448777366e+05   4.5530363511e+08    3.4532504308e-02    
2.7259489931e+01    4.6116813345e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    4.2105315911e+05    7.5874372025e+05    -3.0000698279e+05   3.3829117335e+06    -5.0794693362e+05   4.5525224186e+08    3.5318099795e-02    
2.7412147977e+01    4.6115047800e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    4.4533571285e+05    7.1403847018e+05    -3.3450241245e+05   3.3829117335e+06    -4.7623993879e+05   4.5518807471e+08    3.5347332133e-02    
2.7580071829e+01    4.6111974598e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    4.7139372040e+05    6.6511615671e+05    -3.7120065296e+05   3.3829117335e+06    -4.4185148658e+05   4.5510856643e+08    3.5013935270e-02    
2.7764788065e+01    4.6107649271e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    4.9739581377e+05    6.1167341802e+05    -4.0910841422e+05   3.3829117335e+06    -4.0412256645e+05   4.5501668389e+08    3.4102396458e-02    
2.7967975925e+01    4.6101461372e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    5.2240223764e+05    5.5290275972e+05    -4.4654936177e+05   3.3829117335e+06    -3.6301223546e+05   4.5490710130e+08    3.2579877518e-02    
2.8140931642e+01    4.6094416834e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    5.4103820786e+05    5.0632826261e+05    -4.7564799211e+05   3.3829117335e+06    -3.3008181739e+05   4.5479643911e+08    3.4415707255e-02    
2.8316539362e+01    4.6085623377e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    5.5458766328e+05    4.5955793818e+05    -5.0415874677e+05   3.3829117335e+06    -2.9444104784e+05   4.5467345898e+08    3.5306134976e-02    
2.8509707855e+01    4.6074512282e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    5.6212482408e+05    4.0842509064e+05    -5.3184272461e+05   3.3829117335e+06    -2.5328771431e+05   4.5453354676e+08    3.5430942628e-02    
2.8706439649e+01    4.6061615594e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    5.6354640924e+05    3.5736206437e+05    -5.5504129536e+05   3.3829117335e+06    -2.1123351385e+05   4.5438745464e+08    3.6404286725e-02    
2.8866211499e+01    4.6048168303e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    5.6030982096e+05    3.1942667005e+05    -5.7178932731e+05   3.3829117335e+06    -1.7779337786e+05   4.5426201020e+08    3.6072728688e-02    
2.9041960534e+01    4.6031433150e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    5.5261014810e+05    2.7733995045e+05    -5.8628967321e+05   3.3829117335e+06    -1.4067741216e+05   4.5412911355e+08    3.5894424978e-02    
2.9235284472e+01    4.6010511154e+08    2.4804687500e+08    2.4804687500e+08    2.4804687500e+08    5.3578263989e+05    2.3185452724e+05    -5.9718609383e+05   3.3829117335e+06    -9.8409973049e+04   4.5398019215e+08    3.5480856258e-02    
